"","CISP","mes","ano","letalidade_violenta","total_roubos","total_furtos","pessoas_desaparecidas","BASE","INAUGURAÇÃO","treatment","date","pop","tx_letalidade","tx_roubo","tx_furtos","tx_pessoas_desaparecidas"
"194",25,5,2003,4,246,70,6,NA,"2020-01-01",0,2003-05-01,123058,3.25049976433877,199.905735506834,56.8837458759284,4.87574964650815
"195",26,5,2003,0,2,0,0,NA,"2020-01-01",0,2003-05-01,110259,0,1.81391088255834,0,0
"196",27,5,2003,9,326,144,8,"Irajá","2020-02-17",1,2003-05-01,179905,5.00264028237125,181.206748005892,80.04224451794,4.44679136210778
"197",28,5,2003,18,151,78,4,NA,"2020-01-01",0,2003-05-01,163097,11.036377125269,92.5829414397567,47.8243008761657,2.45252825005978
"198",29,5,2003,14,253,150,0,"Madureira","2020-01-28",1,2003-05-01,99221,14.1099162475686,254.986343616775,151.177674081092,0
"199",30,5,2003,14,238,89,6,NA,"2020-01-01",0,2003-05-01,119141,11.7507826860611,199.763305663038,74.701404218531,5.03604972259759
"200",31,5,2003,0,12,2,0,NA,"2020-01-01",0,2003-05-01,149929,0,8.00378845987101,1.33396474331183,0
"201",32,5,2003,6,159,121,12,"Jacarepaguá","2020-02-04",1,2003-05-01,349488,1.71679714324955,45.4951242961132,34.6220757221993,3.43359428649911
"202",33,5,2003,16,190,116,6,NA,"2020-01-01",0,2003-05-01,230129,6.95262222492602,82.5623889209965,50.4065111307136,2.60723333434726
"203",34,5,2003,26,375,186,9,"Bangu","2019-09-20",1,2003-05-01,405354,6.41414664712819,92.5117304874258,45.8858183217632,2.22028153169822
"204",35,5,2003,34,306,296,11,NA,"2020-01-01",0,2003-05-01,552459,6.15430285324341,55.3887256791907,53.5786366047073,1.99109798193169
"205",36,5,2003,21,145,129,11,NA,"2020-01-01",0,2003-05-01,295429,7.10830690284299,49.0811667101063,43.6653138317498,3.72339885387013
"206",37,5,2003,8,348,123,9,NA,"2020-01-01",0,2003-05-01,201310,3.97397049326909,172.867716457205,61.0997963340122,4.47071680492772
"207",38,5,2003,11,296,111,2,NA,"2020-01-01",0,2003-05-01,197714,5.56359185490152,149.711199004623,56.1416996267336,1.01156215543664
"208",39,5,2003,31,271,80,9,NA,"2020-01-01",0,2003-05-01,167043,18.5580958196393,162.233676358782,47.8918601797142,5.38783427021785
"209",40,5,2003,10,164,36,6,NA,"2020-01-01",0,2003-05-01,105668,9.46360298292766,155.203088920014,34.0689707385396,5.6781617897566
"210",41,5,2003,3,131,101,2,NA,"2020-01-01",0,2003-05-01,135494,2.2141201824435,96.6832479666996,74.5420461422646,1.476080121629
"211",43,5,2003,0,0,0,0,NA,"2020-01-01",0,2003-05-01,NA,NA,NA,NA,NA
"212",44,5,2003,8,270,59,3,NA,"2020-01-01",0,2003-05-01,112329,7.12193645452198,240.365355340117,52.5242813520996,2.67072617044574
"213",1,6,2003,0,94,163,3,"Centro2","2016-07-04",1,2003-06-01,1550,0,6064.51612903226,10516.1290322581,193.548387096774
"214",4,6,2003,1,85,71,4,"Centro3","2016-10-01",1,2003-06-01,29885,3.34616028107746,284.423623891584,237.5773799565,13.3846411243099
"215",5,6,2003,2,125,184,1,"Centro1","2016-07-26",1,2003-06-01,35770,5.59127760693318,349.454850433324,514.397539837853,2.79563880346659
"216",5,6,2003,2,125,184,1,"Lapa","2014-01-01",1,2003-06-01,35770,5.59127760693318,349.454850433324,514.397539837853,2.79563880346659
"217",6,6,2003,9,117,72,2,"Centro4","2020-09-24",1,2003-06-01,76514,11.7625532582273,152.913192356954,94.100426065818,2.6139007240505
"218",7,6,2003,3,32,30,1,NA,"2020-01-01",0,2003-06-01,38782,7.73554741890568,82.5125058016606,77.3554741890568,2.57851580630189
"219",9,6,2003,1,117,199,0,"Flamengo","2015-12-01",1,2003-06-01,129342,0.773144067665569,90.4578559168716,153.855669465448,0
"220",9,6,2003,1,117,199,0,"Laranjeiras","2019-09-06",1,2003-06-01,129342,0.773144067665569,90.4578559168716,153.855669465448,0
"221",10,6,2003,3,95,190,3,"Botafogo","2019-10-04",1,2003-06-01,97827,3.06663804471158,97.1102047492001,194.2204094984,3.06663804471158
"222",12,6,2003,3,43,204,5,"Copacabana","2017-12-03",1,2003-06-01,86919,3.45148931764056,49.4713468861814,234.701273599558,5.7524821960676
"223",13,6,2003,0,52,118,1,"Copacabana","2017-12-03",1,2003-06-01,65827,0,78.9949412854908,179.257751378614,1.51913348625944
"224",14,6,2003,2,102,237,0,"Ipanema","2019-01-03",1,2003-06-01,84135,2.37713199025376,121.233731502942,281.69014084507,0
"225",14,6,2003,2,102,237,0,"Leblon","2018-12-20",1,2003-06-01,84135,2.37713199025376,121.233731502942,281.69014084507,0
"226",15,6,2003,0,47,91,3,"Lagoa","2015-12-01",1,2003-06-01,140571,0,33.435061285756,64.7359697234849,2.13415284802698
"227",16,6,2003,8,177,272,4,"Barra da Tijuca","2019-11-29",1,2003-06-01,288453,2.77341542642996,61.3618163097628,94.2961244986185,1.38670771321498
"228",17,6,2003,7,148,106,1,NA,"2020-01-01",0,2003-06-01,76097,9.19878576027964,194.488613217341,139.295898655663,1.31411225146852
"229",18,6,2003,1,120,144,0,"Tijuca","2019-01-03",1,2003-06-01,64171,1.55833632014461,187.000358417354,224.400430100824,0
"230",19,6,2003,2,124,150,2,"Tijuca","2019-01-03",1,2003-06-01,132047,1.51461222140601,93.9059577271729,113.595916605451,1.51461222140601
"231",20,6,2003,1,168,123,6,"Grajaú","2019-12-20",1,2003-06-01,155459,0.643256421307226,108.067078779614,79.1205398207888,3.85953852784335
"232",20,6,2003,1,168,123,6,"Vila Isabel","2019-12-20",1,2003-06-01,155459,0.643256421307226,108.067078779614,79.1205398207888,3.85953852784335
"233",21,6,2003,20,368,122,9,"Bonsucesso","2020-01-22",1,2003-06-01,252300,7.92707094728498,145.858105430044,48.3551327784384,3.56718192627824
"234",22,6,2003,8,340,130,5,NA,"2020-01-01",0,2003-06-01,227206,3.52103377551649,149.643935459451,57.216798852143,2.20064610969781
"235",23,6,2003,2,303,163,8,"Méier","2015-12-01",1,2003-06-01,87410,2.28806772680471,346.642260610914,186.477519734584,9.15227090721885
"236",24,6,2003,11,254,75,4,NA,"2020-01-01",0,2003-06-01,91923,11.9665372104914,276.318222860438,81.5900264351686,4.35146807654232
"237",25,6,2003,9,163,68,2,NA,"2020-01-01",0,2003-06-01,123136,7.30899168399168,132.373960498961,55.2234927234927,1.62422037422037
"238",26,6,2003,0,0,0,0,NA,"2020-01-01",0,2003-06-01,110329,0,0,0,0
"239",27,6,2003,5,314,114,4,"Irajá","2020-02-17",1,2003-06-01,180019,2.7774845988479,174.426032807648,63.3266488537321,2.22198767907832
"240",28,6,2003,5,190,55,7,NA,"2020-01-01",0,2003-06-01,163201,3.06370671748335,116.420855264367,33.7007738923168,4.28918940447669
"241",29,6,2003,7,225,131,3,"Madureira","2020-01-28",1,2003-06-01,99284,7.05048144716168,226.622617944482,131.944724225454,3.02163490592643
"242",30,6,2003,7,230,78,7,NA,"2020-01-01",0,2003-06-01,119217,5.871645822324,192.925505590646,65.4269105916103,5.871645822324
"243",31,6,2003,0,6,6,0,NA,"2020-01-01",0,2003-06-01,150024,0,3.99936010238362,3.99936010238362,0
"244",32,6,2003,9,154,109,6,"Jacarepaguá","2020-02-04",1,2003-06-01,349710,2.57356095050184,44.0364873752538,31.1686826227446,1.71570730033456
"245",33,6,2003,15,159,120,11,NA,"2020-01-01",0,2003-06-01,230276,6.51392242352655,69.0475776893814,52.1113793882124,4.77687644391947
"246",34,6,2003,15,248,155,13,"Bangu","2019-09-20",1,2003-06-01,405612,3.69811544037159,61.1421752808102,38.2138595505064,3.20503338165538
"247",35,6,2003,20,242,297,13,NA,"2020-01-01",0,2003-06-01,541434,3.69389436200904,44.6961217803093,54.8543312758342,2.40103133530587
"248",36,6,2003,18,114,117,14,NA,"2020-01-01",0,2003-06-01,295616,6.08898029876597,38.5635418921845,39.5783719419788,4.73587356570686
"249",37,6,2003,5,312,119,11,NA,"2020-01-01",0,2003-06-01,201438,2.48215331764612,154.886367021118,59.0752489599778,5.46073729882147
"250",38,6,2003,1,275,92,8,NA,"2020-01-01",0,2003-06-01,197840,0.505458956732713,139.001213101496,46.5022240194096,4.04367165386171
"251",39,6,2003,38,281,85,5,NA,"2020-01-01",0,2003-06-01,167149,22.7342072043506,168.113479590066,50.8528319044685,2.99134305320403
"252",40,6,2003,10,180,50,4,NA,"2020-01-01",0,2003-06-01,105735,9.45760627985057,170.23691303731,47.2880313992529,3.78304251194023
"253",41,6,2003,5,107,106,5,NA,"2020-01-01",0,2003-06-01,135580,3.68785956630772,78.9201947189851,78.1826228057236,3.68785956630772
"254",43,6,2003,0,0,0,0,NA,"2020-01-01",0,2003-06-01,NA,NA,NA,NA,NA
"255",44,6,2003,18,232,75,3,NA,"2020-01-01",0,2003-06-01,112401,16.0140924013132,206.403857616925,66.7253850054715,2.66901540021886
"256",1,7,2003,0,107,188,2,"Centro2","2016-07-04",1,2003-07-01,1551,0,6898.77498388137,12121.2121212121,128.949065119278
"257",4,7,2003,2,107,85,1,"Centro3","2016-10-01",1,2003-07-01,29903,6.68829214460088,357.823629736147,284.252416145537,3.34414607230044
"258",5,7,2003,2,124,198,3,"Centro1","2016-07-26",1,2003-07-01,35792,5.58784085829236,346.446133214126,553.196244970943,8.38176128743853
"259",5,7,2003,2,124,198,3,"Lapa","2014-01-01",1,2003-07-01,35792,5.58784085829236,346.446133214126,553.196244970943,8.38176128743853
"260",6,7,2003,9,159,91,4,"Centro4","2020-09-24",1,2003-07-01,76560,11.7554858934169,207.680250783699,118.861024033438,5.22466039707419
"261",7,7,2003,2,57,29,0,NA,"2020-01-01",0,2003-07-01,38805,5.15397500322123,146.888287591805,74.7326375467079,0
"262",9,7,2003,1,156,210,4,"Flamengo","2015-12-01",1,2003-07-01,129421,0.772672132034214,120.536852597337,162.261147727185,3.09068852813686
"263",9,7,2003,1,156,210,4,"Laranjeiras","2019-09-06",1,2003-07-01,129421,0.772672132034214,120.536852597337,162.261147727185,3.09068852813686
"264",10,7,2003,2,104,247,0,"Botafogo","2019-10-04",1,2003-07-01,97887,2.04317222920306,106.244955918559,252.331770306578,0
"265",12,7,2003,0,65,214,3,"Copacabana","2017-12-03",1,2003-07-01,86972,0,74.7366968679575,246.056201996045,3.44938600929035
"266",13,7,2003,1,54,131,0,"Copacabana","2017-12-03",1,2003-07-01,65867,1.51821094022804,81.9833907723139,198.885633169873,0
"267",14,7,2003,0,122,220,1,"Ipanema","2019-01-03",1,2003-07-01,84187,0,144.915485763835,261.323007115113,1.18783185052324
"268",14,7,2003,0,122,220,1,"Leblon","2018-12-20",1,2003-07-01,84187,0,144.915485763835,261.323007115113,1.18783185052324
"269",15,7,2003,2,49,79,2,"Lagoa","2015-12-01",1,2003-07-01,140657,1.42189866128241,34.8365172014191,56.1649971206552,1.42189866128241
"270",16,7,2003,5,124,326,5,"Barra da Tijuca","2019-11-29",1,2003-07-01,288629,1.73232765938281,42.9617259526936,112.947763391759,1.73232765938281
"271",17,7,2003,1,142,116,3,NA,"2020-01-01",0,2003-07-01,76143,1.31331836150401,186.49120733357,152.344929934465,3.93995508451204
"272",18,7,2003,0,145,112,3,"Tijuca","2019-01-03",1,2003-07-01,64210,0,225.821523127239,174.427659243109,4.67216944401184
"273",19,7,2003,2,168,189,0,"Tijuca","2019-01-03",1,2003-07-01,132127,1.51369515693235,127.150393182317,143.044192330107,0
"274",20,7,2003,2,189,126,3,"Grajaú","2019-12-20",1,2003-07-01,155554,1.28572714298572,121.50121501215,81.0008100081001,1.92859071447857
"275",20,7,2003,2,189,126,3,"Vila Isabel","2019-12-20",1,2003-07-01,155554,1.28572714298572,121.50121501215,81.0008100081001,1.92859071447857
"276",21,7,2003,28,405,118,6,"Bonsucesso","2020-01-22",1,2003-07-01,252454,11.0911294730921,160.42526559294,46.7411884937454,2.37667060137688
"277",22,7,2003,15,283,136,4,NA,"2020-01-01",0,2003-07-01,227345,6.59790186720623,124.480415227958,59.8209769293365,1.75944049792166
"278",23,7,2003,3,363,171,4,"Méier","2015-12-01",1,2003-07-01,87464,3.42998262142138,415.027897191988,195.509009421019,4.57331016189518
"279",24,7,2003,8,143,62,3,NA,"2020-01-01",0,2003-07-01,91979,8.69763750421292,155.470270387806,67.4066906576501,3.26161406407984
"280",25,7,2003,11,196,63,0,NA,"2020-01-01",0,2003-07-01,123211,8.92777430586555,159.076705813604,51.13179829723,0
"281",26,7,2003,0,0,0,0,NA,"2020-01-01",0,2003-07-01,110397,0,0,0,0
"282",27,7,2003,17,257,117,4,"Irajá","2020-02-17",1,2003-07-01,180129,9.43768077322363,142.67552698344,64.9534500274803,2.22063077017027
"283",28,7,2003,8,183,87,9,NA,"2020-01-01",0,2003-07-01,163300,4.89895897121862,112.063686466626,53.2761788120024,5.51132884262094
"284",29,7,2003,14,218,123,2,"Madureira","2020-01-28",1,2003-07-01,99344,14.0924464487035,219.439523272669,123.812208085038,2.01320663552907
"285",30,7,2003,3,206,73,3,NA,"2020-01-01",0,2003-07-01,119290,2.51487970492078,172.68840640456,61.1954061530723,2.51487970492078
"286",31,7,2003,2,13,2,0,NA,"2020-01-01",0,2003-07-01,150115,1.33231189421444,8.66002731239383,1.33231189421444,0
"287",32,7,2003,4,109,112,6,"Jacarepaguá","2020-02-04",1,2003-07-01,349923,1.14310862675503,31.1497100790745,32.0070415491408,1.71466294013254
"288",33,7,2003,4,144,102,7,NA,"2020-01-01",0,2003-07-01,230416,1.73599055621137,62.4956600236095,44.26775918339,3.0379834733699
"289",34,7,2003,18,227,152,2,"Bangu","2019-09-20",1,2003-07-01,405859,4.43503778405801,55.9307542767316,37.4514301764899,0.492781976006446
"290",35,7,2003,22,219,276,21,NA,"2020-01-01",0,2003-07-01,513999,4.2801639691906,42.6070867842155,53.696602522573,4.08561106150012
"291",36,7,2003,21,121,138,3,NA,"2020-01-01",0,2003-07-01,295796,7.09948748461778,40.9065707447024,46.6537748989168,1.01421249780254
"292",37,7,2003,6,303,115,3,NA,"2020-01-01",0,2003-07-01,201560,2.97678110736257,150.32744592181,57.0549712244493,1.48839055368129
"293",38,7,2003,16,249,92,11,NA,"2020-01-01",0,2003-07-01,197960,8.08244089715094,125.782986461912,46.4740351586179,5.55667811679127
"294",39,7,2003,17,283,66,8,NA,"2020-01-01",0,2003-07-01,167251,10.164363740725,169.206761095599,39.4616474639912,4.7832299956353
"295",40,7,2003,9,175,39,3,NA,"2020-01-01",0,2003-07-01,105799,8.50669666064897,165.40799062373,36.8623521961455,2.83556555354966
"296",41,7,2003,1,125,114,2,NA,"2020-01-01",0,2003-07-01,135663,0.737120659280718,92.1400824100897,84.0317551580018,1.47424131856144
"297",43,7,2003,0,0,0,0,NA,"2020-01-01",0,2003-07-01,166987,0,0,0,0
"298",44,7,2003,5,260,59,2,NA,"2020-01-01",0,2003-07-01,112469,4.44566947336599,231.174812615032,52.4588997857187,1.7782677893464
"299",1,8,2003,0,92,216,1,"Centro2","2016-07-04",1,2003-08-01,1552,0,5927.83505154639,13917.5257731959,64.4329896907217
"300",4,8,2003,3,76,89,3,"Centro3","2016-10-01",1,2003-08-01,29922,10.0260677762182,253.993716997527,297.440010694472,10.0260677762182
"301",5,8,2003,1,131,200,4,"Centro1","2016-07-26",1,2003-08-01,35814,2.79220416596862,365.778745741889,558.440833193723,11.1688166638745
"302",5,8,2003,1,131,200,4,"Lapa","2014-01-01",1,2003-08-01,35814,2.79220416596862,365.778745741889,558.440833193723,11.1688166638745
"303",6,8,2003,10,139,87,6,"Centro4","2020-09-24",1,2003-08-01,76609,13.0532966100589,181.440822879818,113.563680507512,7.83197796603532
"304",7,8,2003,0,33,18,1,NA,"2020-01-01",0,2003-08-01,38830,0,84.985835694051,46.3559103785733,2.57532835436518
"305",9,8,2003,1,130,200,3,"Flamengo","2015-12-01",1,2003-08-01,129503,0.772182883794198,100.383774893246,154.43657675884,2.31654865138259
"306",9,8,2003,1,130,200,3,"Laranjeiras","2019-09-06",1,2003-08-01,129503,0.772182883794198,100.383774893246,154.43657675884,2.31654865138259
"307",10,8,2003,0,115,232,5,"Botafogo","2019-10-04",1,2003-08-01,97949,0,117.408038877375,236.857956691748,5.10469734249456
"308",12,8,2003,0,43,189,3,"Copacabana","2017-12-03",1,2003-08-01,87027,0,49.4099532329047,217.173980488814,3.44720603950498
"309",13,8,2003,0,47,101,2,"Copacabana","2017-12-03",1,2003-08-01,65909,0,71.3104431868182,153.241590678056,3.03448694411992
"310",14,8,2003,0,101,234,2,"Ipanema","2019-01-03",1,2003-08-01,84240,0,119.895536562203,277.777777777778,2.37416904083571
"311",14,8,2003,0,101,234,2,"Leblon","2018-12-20",1,2003-08-01,84240,0,119.895536562203,277.777777777778,2.37416904083571
"312",15,8,2003,1,42,116,2,"Lagoa","2015-12-01",1,2003-08-01,140747,0.710494717471776,29.8407781338146,82.417387226726,1.42098943494355
"313",16,8,2003,7,143,343,3,"Barra da Tijuca","2019-11-29",1,2003-08-01,288813,2.42371361399937,49.5130066859871,118.761967085969,1.03873440599973
"314",17,8,2003,5,134,87,5,NA,"2020-01-01",0,2003-08-01,76191,6.56245488312268,175.873790867688,114.186714966335,6.56245488312268
"315",18,8,2003,1,153,120,3,"Tijuca","2019-01-03",1,2003-08-01,64251,1.55639600940063,238.128589438297,186.767521128076,4.6691880282019
"316",19,8,2003,2,160,149,6,"Tijuca","2019-01-03",1,2003-08-01,132211,1.51273343367798,121.018674694239,112.69864080901,4.53820030103395
"317",20,8,2003,2,169,109,0,"Grajaú","2019-12-20",1,2003-08-01,155653,1.28490938176585,108.574842759214,70.0275613062389,0
"318",20,8,2003,2,169,109,0,"Vila Isabel","2019-12-20",1,2003-08-01,155653,1.28490938176585,108.574842759214,70.0275613062389,0
"319",21,8,2003,18,315,149,6,"Bonsucesso","2020-01-22",1,2003-08-01,252614,7.12549581575051,124.696176775634,58.9832709192681,2.37516527191684
"320",22,8,2003,15,317,159,5,NA,"2020-01-01",0,2003-08-01,227489,6.59372541089899,139.347397016999,69.8934893555293,2.19790847029966
"321",23,8,2003,5,395,161,2,"Méier","2015-12-01",1,2003-08-01,87519,5.71304516733509,451.330568219472,183.96005438819,2.28521806693404
"322",24,8,2003,9,210,77,3,NA,"2020-01-01",0,2003-08-01,92037,9.77867596727403,228.169105903061,83.6620054977889,3.25955865575801
"323",25,8,2003,16,175,68,2,NA,"2020-01-01",0,2003-08-01,123290,12.9775326466056,141.941763322248,55.1545137480736,1.6221915808257
"324",26,8,2003,0,0,0,0,NA,"2020-01-01",0,2003-08-01,110467,0,0,0,0
"325",27,8,2003,8,314,155,6,"Irajá","2020-02-17",1,2003-08-01,180243,4.43845253352419,174.209261940824,85.9950178370311,3.32883940014314
"326",28,8,2003,8,154,77,3,NA,"2020-01-01",0,2003-08-01,163404,4.89584098308487,94.2449389243837,47.1224694621919,1.83594036865683
"327",29,8,2003,10,188,92,3,"Madureira","2020-01-28",1,2003-08-01,99408,10.0595525511025,189.119587960728,92.5478834701432,3.01786576533076
"328",30,8,2003,9,210,80,5,NA,"2020-01-01",0,2003-08-01,119365,7.53989863025175,175.930968039207,67.0213211577933,4.18883257236208
"329",31,8,2003,0,11,2,1,NA,"2020-01-01",0,2003-08-01,150211,0,7.32303226794309,1.33146041235329,0.665730206176645
"330",32,8,2003,8,114,88,4,"Jacarepaguá","2020-02-04",1,2003-08-01,350145,2.28476773907952,32.5579402818832,25.1324451298748,1.14238386953976
"331",33,8,2003,13,143,93,8,NA,"2020-01-01",0,2003-08-01,230562,5.63839661349225,62.0223627484147,40.3362219272907,3.46978253137985
"332",34,8,2003,21,285,140,6,"Bangu","2019-09-20",1,2003-08-01,406117,5.17092365008113,70.1768209653868,34.4728243338742,1.47740675716604
"333",35,8,2003,21,247,269,20,NA,"2020-01-01",0,2003-08-01,514326,4.08301349727605,48.0240158965325,52.3014586079646,3.88858428312004
"334",36,8,2003,20,90,115,5,NA,"2020-01-01",0,2003-08-01,295984,6.75712200659495,30.4070490296773,38.853451537921,1.68928050164874
"335",37,8,2003,9,297,122,4,NA,"2020-01-01",0,2003-08-01,201689,4.46231574354576,147.25641953701,60.4891689680647,1.98325144157589
"336",38,8,2003,8,270,87,6,NA,"2020-01-01",0,2003-08-01,198086,4.03864987934533,136.304433427905,43.9203174378805,3.028987409509
"337",39,8,2003,33,337,72,8,NA,"2020-01-01",0,2003-08-01,167357,19.7183266908465,201.36594226713,43.0218036891197,4.78020040990218
"338",40,8,2003,8,172,37,3,NA,"2020-01-01",0,2003-08-01,105866,7.55672264938696,162.46953696182,34.9498422534147,2.83377099352011
"339",41,8,2003,2,108,131,1,NA,"2020-01-01",0,2003-08-01,135749,1.47330735401366,79.5585971167375,96.5016316878946,0.736653677006829
"340",43,8,2003,0,0,0,0,NA,"2020-01-01",0,2003-08-01,167094,0,0,0,0
"341",44,8,2003,4,202,43,6,NA,"2020-01-01",0,2003-08-01,112541,3.55426022516239,179.4901413707,38.2082974204956,5.33139033774358
"342",1,9,2003,1,81,213,1,"Centro2","2016-07-04",1,2003-09-01,1553,64.3915003219575,5215.71152607856,13715.3895685769,64.3915003219575
"343",4,9,2003,1,75,85,2,"Centro3","2016-10-01",1,2003-09-01,29941,3.33990180688688,250.492635516516,283.891653585385,6.67980361377376
"344",5,9,2003,2,125,235,3,"Centro1","2016-07-26",1,2003-09-01,35837,5.5808242877473,348.801517984206,655.746853810308,8.37123643162095
"345",5,9,2003,2,125,235,3,"Lapa","2014-01-01",1,2003-09-01,35837,5.5808242877473,348.801517984206,655.746853810308,8.37123643162095
"346",6,9,2003,5,112,77,1,"Centro4","2020-09-24",1,2003-09-01,76658,6.52247645386,146.103472566464,100.446137389444,1.304495290772
